Unnamed: 0,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU),Star Radius (AU),Star Age (Gyr)
3963,HIP 14810 d,d,HIP 14810,16.893583251958862,0.185,86.90317161570154,14.1,0.368,202.71522884221335,1.1744270715967736e-11,173.6483535679972,3.184,1.01,5544.0,-0.01,1.07,5.84,0.24,50.48,19.781,53.2887182,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Radial Velocity,2009,2009-07,1,2,1,0,47.809275,21.0971302,161.55108,-31.09476,0.27,-0.213,0.0,0.19,-0.19,0.0,0.08,-0.08,0.0,2.42,-2.42,0.0,0.1156,-0.1151,0.0449273,-0.0449273,1.94,0.0051874991,9.754310265758154
3964,HU Aqr AB c,c,HU Aqr,84.04834613626566,0.51,90.0,12.9,3.66,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.88,5952.0,-0.0712,0.95,4.0,0.02,192.19807871443,5.20296564195009,98.6768407,<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>,Eclipse Timing Variations,2011,2011-06,0,0,0,0,316.9921976,-5.2948694,44.76195,-32.63809,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,2.33036065407906,-2.33036065407906,0.0630848471411664,-0.0630848471411664,5.4,0.0046057235,13.765542120067822
3965,HD 1605 b,b,HD 1605,9.929040509542894,0.095,86.90317161570154,13.8,0.621,370.1041497432388,3.285362816750707e-12,15.63533961133324,3.184,1.33,4915.0,0.81,3.49,4.36,0.22,88.8047,11.232,103.4844589,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Radial Velocity,2015,2015-06,1,2,2,0,5.1317548,30.9750611,115.1667,-31.43019,0.27,-0.213,0.0,0.09,-0.09,0.0,0.22,-0.22,0.0,0.97,-0.97,0.0,0.3754,-0.3724,0.0470613,-0.0470613,1.492,0.0169199737,4.901972805269489
3966,HD 163607 b,b,HD 163607,1.29310476728266,0.7441,86.90317161570154,13.9,0.51,599.4743168606109,2.9237881684841773e-12,62.37409607438016,3.184,1.12,5522.0,0.42,1.76,8.6,0.21,67.7855,14.7236,141.596805,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2010,2012-01,1,1,3,0,268.4181383,56.3924701,84.6144,30.17327,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,0.6,-0.6,0.0,0.1639,-0.1632,0.0353335,-0.0353335,0.362,0.0085327088,7.532774095368845
3967,HD 1690 b,b,HD 1690,7.306876361926988,0.64,86.90317161570154,12.5,7.86,859.4303397891213,8.58260097433763e-14,0.3330451560207317,3.184,1.86,4374.0,1.51982799377572,21.66,6.7,-0.27,752.615,1.29976,13.8195055,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2010,2011-03,1,0,0,0,5.3055886,-8.2811442,100.75436,-69.84117,0.27,-0.213,0.0,1.06,-1.06,0.0,6.18,-6.18,0.0,3.2,-3.2,0.0,27.894,-27.894,0.0488796,-0.0488796,1.36,0.1050104958,2.119422982734323
3968,HD 285968 b,b,HD 285968,0.150664442703528,0.0,86.90317161570154,2.83,2.04,490.8200599971492,1.1744270715967736e-11,35.020917767604324,3.184,0.5,3703.486828995,-1.658,0.478214426975,3.62,-0.1,9.47045,105.563,1295.1464507,<a refstr=FORVEILLE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..645F/abstract target=ref> Forveille et al. 2009 </a>,Radial Velocity,2008,2009-01,1,5,2,0,70.7353853,18.953358,180.02116,-17.42723,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0078818129319025,-0.0078818129319025,0.0,2.2,-1.9,0.0,0.006325,-0.006325,0.069969,-0.069969,0.066,0.0023184457098503,56.56854249492381
3969,HD 113996 b,b,HD 113996,10.417576735429202,0.28,86.90317161570154,12.7,5.37,815.4844104645356,5.823681337648639e-12,0.2558079377065087,3.184,1.49,4181.0,2.464,25.11,3.24,0.13,116.334,8.59521,78.9315005,<a refstr=JEONG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A...3J/abstract target=ref>Jeong et al. 2018</a>,Radial Velocity,2017,2018-02,1,0,0,0,196.794874,27.6244384,41.91496,86.47046,0.27,-0.213,0.0,0.18,-0.18,0.0,1.2,-1.2,0.0,1.2,-1.2,0.0,5.332,-4.89,0.373648,-0.373648,1.6,0.1217365443,3.690067656948068
3970,HD 240237 b,b,HD 240237,5.647804541937951,0.4,86.90317161570154,12.2,15.3,1177.343752519736,9.142298116601913e-14,0.0293355187677253,3.184,8.76,3926.0,2.49,71.23,4.42,-0.25,933.377,1.04366,4.29462,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2011,2012-01,1,1,0,0,348.9259334,58.0432233,110.52101,-2.50297,0.27,-0.213,0.0,4.21,-4.21,0.0,17.07,-17.07,0.0,4.007,-4.007,0.0,31.9885,-31.9885,0.036403,-0.036403,1.92,0.3453322999,0.0440290925439084
3971,HD 206255 b,b,HD 206255,1.6503919029092806,0.23,86.90317161570154,6.47,0.694,609.0285366692956,3.681873369703126e-12,8.482431172374383,3.184,1.42,5635.0,0.651558605532581,2.2214887,4.0,0.02,75.2363,13.2626,83.209229,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,Radial Velocity,2019,2019-06,1,0,0,0,325.5917768,-50.0935884,347.15403,-47.49513,0.27,-0.213,0.0,0.08,-0.08,0.0,0.0803093,-0.0634582,0.0,2.2,-1.9,0.0,0.1995,-0.1985,0.0348932,-0.0348932,0.461,0.010770066011131,4.161780193893519
3972,HD 175607 b,b,HD 175607,29.01,0.11,86.90317161570154,2.94,1.94,801.5206150638595,1.1744270715967736e-11,17.64,3.184,0.71,5392.0,-0.27097346111326,0.7,10.32,-0.62,40.3303,24.7663,407.7485767,<a refstr=MORTIER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.135M/abstract target=ref>Mortier et al. 2016</a>,Radial Velocity,2015,2016-01,1,0,0,0,285.2742901,-66.1943379,329.49816,-25.61517,0.27,-0.213,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,1.58,-1.58,0.0,0.0616,-0.0613,0.0374979,-0.0374979,0.1028,0.003393691,23.542583975279776
3973,K2-392 b,b,K2-392,15.398723,0.0,86.90317161570154,1.85,3.54,801.5206150638595,9.251797407789512e-15,3.046012815948736,3.5,0.84,5726.0,0.0479085138001261,1.06,4.0,-0.238,406.985,2.42975,28.8997693,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,Transit,2022,2022-03,0,0,0,0,354.6499065,-7.4788816,78.2799,-63.84131,0.161,-0.154,0.0,0.37,-0.26,0.0,0.07,-0.07,0.0,2.2,-1.9,0.0,10.589,-10.074,0.0618705,-0.0618705,0.1028,0.0051390178,15.46328587273189
3974,K2-232 b,b,K2-232,0.1919527994642755,0.258,89.14,11.209,0.405,1014.057534332126,4.455157893526512e-13,93.37223617717004,5.03016,1.19,6154.0,0.238,1.16,1.43,0.1,130.72,7.6214,78.6094677,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.477.2572B/abstract target=ref>Brahm et al. 2018</a>,Transit,2018,2018-06,0,0,0,0,73.7667927,18.654323,182.07129,-15.31645,0.247,-0.224,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,0.82,-0.75,0.0,0.768,-0.759,0.0443369,-0.0443369,0.10356,0.0056238307999999,6.473402281111584
3975,K2-239 c,c,K2-239,0.1373357481863653,0.0,88.77,1.0,5.34,420.95749389041646,1.1744270715967736e-11,7.716049382716049,1.248,0.4,3420.0,-1.796,0.36,4.0,-0.1,31.0849,32.1414,42.4516694,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,Transit,2018,2018-10,0,0,0,0,160.5941265,4.4413751,243.59017,51.77727,0.1,-0.1,0.0,0.01,-0.01,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,0.0831,-0.0826,0.0851176,-0.0851176,0.0576,0.0017453268,98.82117688026185
3976,K2-322 b,b,K2-322,0.1146012253084688,0.0,88.15,1.92,3.38,647.9772579581474,1.1744270715967736e-11,10.240000000000002,3.184,0.63,4141.0,-1.0390476272551,0.6,4.0,0.02,123.415,8.07382,16.5163291,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,Transit,2020,2020-12,0,0,0,0,156.6226981,4.7640203,239.34592,48.87164,0.29,-0.18,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,0.315,-0.315,0.0205118,-0.0205118,0.0594,0.0029088779999999,31.743048039743616
3977,HD 37124 d,d,HD 37124,32.05044209629966,0.16,86.90317161570154,14.0,0.443,163.1524982839929,1.1744270715967736e-11,217.5554112327637,3.184,0.85,5698.64048048,-0.112235559519676,0.949168005713,4.0,-0.44,31.6634,31.5536,427.6360836,<a refstr=WRIGHT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...93W/abstract target=ref>Wright et al. 2011</a>,Radial Velocity,2005,2005-10,1,3,2,0,84.2599947,20.7289784,185.96381,-5.97486,0.27,-0.213,0.0,0.05,-0.05,0.0,0.017173155901925,-0.017173155901925,0.0,2.0,-2.0,0.0,0.076,-0.0757,0.0751124,-0.0751124,2.807,0.0046016898835373,15.012488430356829
3978,tau Cet f,f,tau Cet,10.96140719846666,0.16,86.90317161570154,1.81,3.64,206.21857571085135,1.1744270715967736e-11,4.755552329801132,3.184,0.78,5310.0,-0.305394801066431,0.83,12.12,-0.52,3.60304,277.516,1929.7238523,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,Radial Velocity,2017,2017-10,1,4,10,0,26.0093029,-15.9337987,173.07319,-73.4424,0.27,-0.213,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,2.2,-1.9,-1.0,0.00678,-0.00675,0.517309,-0.517309,1.334,0.0040239479,18.61073363156797
3979,K2-316 c,c,K2-316,0.1377756336144853,0.0,89.31,1.83,3.6,432.2704932662488,1.1744270715967736e-11,23.19182825484765,3.184,0.41,3436.0,-1.82963852570945,0.38,4.0,0.02,112.486,8.86222,64.4738758,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,Transit,2020,2020-12,0,0,0,0,233.6247336,-23.2594663,344.82551,26.05405,0.13,-0.12,0.0,0.01,-0.01,0.0,0.0,-0.0,0.0,2.2,-1.9,0.0,0.968,-0.952,0.0753087,-0.0753087,0.0582,0.0018422894,92.90527179572044
3980,K2-286 b,b,K2-286,0.5838661162433643,0.0,89.67,2.1,3.0,361.9738026285636,1.1744270715967736e-11,11.472424557752342,3.0,0.64,3926.0,-1.046,0.62,4.0,0.0,76.1486,13.1035,120.4262454,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5928D/abstract target=ref>D&iacute;ez Alonso et al. 2019</a>,Transit,2018,2019-11,0,0,0,0,233.3698192,-16.7737113,349.50145,31.08201,0.2,-0.2,0.0,0.02,-0.02,0.0,0.02,-0.02,0.0,2.2,-1.9,0.0,0.2364,-0.235,0.0403454,-0.0403454,0.1768,0.0030058406,30.517578125
3981,EPIC 249893012 c,c,EPIC 249893012,0.2874089230095307,0.07,87.94,3.67,1.62,969.6127979870466,1.102083442016124e-13,4.606169419650492,6.37,1.05,5430.0,0.355676272095053,1.71,9.0,0.2,321.296,3.08429,36.8679057,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,Transit,2020,2020-04,0,0,0,0,228.2482353,-16.7246474,345.11043,34.30816,0.17,-0.14,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,0.5,-0.6,0.0,4.189,-4.085,0.0397632,-0.0397632,0.13,0.0082903023,8.851701341936808
3982,EPIC 249893012 d,d,EPIC 249893012,0.6327311854185321,0.15,89.47,3.94,0.91,745.3472867872185,1.102083442016124e-13,5.308847166649568,9.56,1.05,5430.0,0.355676272095053,1.71,9.0,0.2,321.296,3.08429,36.8679057,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,Transit,2020,2020-04,0,0,0,0,228.2482353,-16.7246474,345.11043,34.30816,0.13,-0.12,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,0.5,-0.6,0.0,4.189,-4.085,0.0397632,-0.0397632,0.22,0.0082903023,8.851701341936808
3983,HD 80653 b,b,HD 80653,0.0123820716674742,0.0,82.1,1.613,7.47,2514.436168239933,6.360661352759068e-13,1.748030771298038,1.7976,1.18,5959.0,0.24,1.22,2.67,0.255,109.86,9.07435,36.2761417,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2020,2020-01,0,0,0,0,140.3390845,14.3678691,216.49965,39.62439,0.071,-0.071,0.0,0.04,-0.04,0.0,0.01,-0.01,0.0,1.2,-1.2,0.0,0.811,-0.8,0.0662085,-0.0662085,0.01661,0.0059147186,6.61142357008276
3984,K2-352 c,c,K2-352,8.234885,0.0,86.90317161570154,1.92,3.38,885.0,1.1744270715967736e-11,4.084653739612189,3.59,0.98,5791.0,-0.063255901273977,0.95,4.0,-0.05,176.051,5.65212,21.492825,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,Transit,2018,2018-07,0,0,0,0,140.4451478,18.469628,211.54865,41.24964,0.13,-0.07,0.0,0.04,-0.04,0.0,0.02,-0.02,0.0,2.2,-1.9,0.0,1.895,-1.855,0.0600342,-0.0600342,0.1028,0.0046057235,10.518039822492824
3985,HD 106270 b,b,HD 106270,32.53060710771044,0.185,63.0,12.4,10.4,242.05412481233645,2.7475168632029304e-12,21.731019277517092,3.184,1.39,5509.0,0.755874855672491,2.66,4.3,0.06,93.808,10.6318,107.741879,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2011,2011-12,1,0,1,0,183.4049258,-9.5135645,287.59509,52.22842,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,0.6,-0.6,0.0,0.5686,-0.5686,0.064126,-0.064126,3.34,0.0128960258,4.389984626468459
3986,TYC 1422-614-1 c,c,TYC 1422-614-1,9.395324810648129,0.048,86.90317161570154,12.5,8.94,529.1038225638707,9.550710103297365e-14,3.329958974905429,3.184,1.15,4806.0,1.35,6.85,5.89,-0.2,672.41,1.45875,14.223105,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A..36N/abstract target=ref>Niedzielski et al. 2015</a>,Radial Velocity,2014,2015-01,0,0,0,0,154.2777769,19.5584068,216.62648,53.92308,0.27,-0.213,0.0,0.18,-0.18,0.0,1.38,-1.38,0.0,3.88,-2.34,0.0,34.791,-34.791,0.0751182,-0.0751182,1.37,0.0332096905,7.051076054747175
3987,DP Leo b,b,DP Leo,177.2887490447443,0.39,86.90317161570154,12.7,5.35,24.906509517516778,1.1744270715967736e-11,1219584.1209829866,3.184,0.69,13500.0,-2.4,0.0115,4.0,0.02,305.684,3.27807,28.7362202,<a refstr=BEUERMANN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...526A..53B/abstract target=ref> Beuermann et al. 2011 </a>,Eclipse Timing Variations,2009,2010-01,0,0,0,0,169.3162193,17.9615717,230.89636,66.45634,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,33.554,-27.604,0.311021,-0.311021,8.19,5.5753495e-05,25.28583345636825
3988,GJ 317 b,b,GJ 317,11.97204136190526,0.07,45.0,13.3,1.86,105.33159584509636,1.1744270715967736e-11,948.5684824476114,3.184,0.42,3492.734286965,-1.68662849546064,0.43183446003,5.0,0.300677973249,15.1968,65.7744,928.2322049,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200807998F/abstract target=ref>Feng et al. 2020</a>,Radial Velocity,2007,2007-11,0,1,4,0,130.2445254,-23.452809,246.79531,11.19034,0.27,-0.213,0.0,0.02,-0.02,0.0,0.00830414660821,-0.00830414660821,0.0,2.2,-1.9,0.0,0.013,-0.0129,0.0556846,-0.0556846,1.151,0.0020935896007052,87.47355440027887
3989,GJ 414 A b,b,GJ 414 A,0.873126914258734,0.45,86.90317161570154,2.63,2.3,346.9810373208325,1.1744270715967736e-11,14.958693771626294,3.184,0.65,4120.0,-0.924,0.68,12.4,0.24,11.8893,84.0803,623.6368895,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,Radial Velocity,2021,2021-02,1,0,2,0,167.7745044,30.4451688,198.37152,67.81292,1.22,-0.85,0.0,0.08,-0.08,0.0,0.14,-0.14,0.0,5.2,-5.2,0.0,0.0067,-0.0067,0.0470722,-0.0470722,0.2324,0.0032967284,29.35733363058188
3990,HD 10180 h,h,HD 10180,37.93976983499869,0.095,90.0,9.4,0.426,166.75236183893855,3.6494731602001156e-12,71.71495820144467,3.184,1.06,5911.0,0.173186268412274,1.11,4.3,0.08,38.9607,25.6379,16.5883695,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,Radial Velocity,2010,2011-04,1,0,0,0,24.4731133,-60.5114881,292.80544,-55.69407,0.27,-0.213,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,0.5,-0.5,0.0,0.0387,-0.0386,0.0252558,-0.0252558,3.381,0.0053814243,8.64440959734126
3991,HD 10180 g,g,HD 10180,10.403102927797928,0.263,90.0,4.91,0.993,256.67442198846294,3.6494731602001156e-12,19.566674782890995,3.184,1.06,5911.0,0.173186268412274,1.11,4.3,0.08,38.9607,25.6379,16.5883695,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,Radial Velocity,2010,2011-04,1,0,0,0,24.4731133,-60.5114881,292.80544,-55.69407,0.27,-0.213,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,0.5,-0.5,0.0,0.0387,-0.0386,0.0252558,-0.0252558,1.427,0.0053814243,8.64440959734126
3992,GJ 625 b,b,GJ 625,0.2516339270668455,0.13,86.90317161570154,1.49,4.68,342.647001070055,1.1744270715967736e-11,23.101977107180023,3.184,0.3,3499.0,-1.894,0.31,4.0,-0.38,6.47249,154.471,464.926854,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A..92S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2017</a>,Radial Velocity,2017,2017-09,1,0,3,0,246.3557854,54.3033625,83.20997,42.78368,0.27,-0.213,0.0,0.07,-0.07,0.0,0.06,-0.06,0.0,2.2,-1.9,0.0,0.001155,-0.001155,0.0273146,-0.0273146,0.078361,0.0015029203,202.86020648339488
3993,HD 111591 b,b,HD 111591,17.831546744840892,0.26,86.90317161570154,12.9,3.58,430.9586023662501,3.879971373829472e-12,2.580764226305775,3.184,1.94,4884.0,1.581,8.03,1.41,0.07,114.166,8.73071,122.6073145,<a refstr=JEONG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A...3J/abstract target=ref>Jeong et al. 2018</a>,Radial Velocity,2017,2018-02,1,0,0,0,192.5725483,22.8631285,299.3813,85.72696,0.27,-0.213,0.0,0.07,-0.07,0.0,0.49,-0.49,0.0,0.14,-0.14,0.0,0.702,-0.693,0.0531023,-0.0531023,2.5,0.0389304839,1.9076367271169572
3994,GJ 433 d,d,GJ 433,0.6810660831877997,0.07,86.90317161570154,2.14,2.93,276.7095629793092,1.1744270715967736e-11,20.78671145143684,3.184,0.48,3461.0,-1.47464287254513,0.469376,4.0,-0.17,9.06456,110.291,853.6175037,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,Radial Velocity,2020,2020-01,1,1,1,0,173.8619194,-32.5436302,284.88498,27.65117,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0139551,-0.0139551,0.0,2.2,-1.9,0.0,0.00367,-0.00367,0.0443567,-0.0443567,0.178,0.00227559586688,62.64651358394377
3995,HD 141399 e,e,HD 141399,67.91144729282568,0.26,86.90317161570154,14.1,0.411,145.22797409537014,4.701358780729165e-12,103.30889835474308,3.184,1.07,5600.0,0.201397124320451,1.38723567048,4.0,0.35,37.0169,26.9857,108.5340895,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Radial Velocity,2014,2014-06,1,0,3,0,236.7235392,46.986288,74.98872,50.45641,0.27,-0.213,0.0,0.08,-0.08,0.0,0.03132079333195,-0.03132079333195,0.0,2.2,-1.9,0.0,0.033,-0.0329,0.0238575,-0.0238575,5.0,0.0067254988711242,8.443850895673538
3996,HD 128311 b,b,HD 128311,7.783675921055222,0.303,30.0,13.5,1.26,204.68383168767784,1.1744270715967736e-11,315.5297783933518,3.184,0.83,4965.0,-0.511595332523543,0.76,0.96,0.08,16.3292,61.2111,323.1998789,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,Radial Velocity,2002,2003-01,1,3,3,0,219.0032292,9.7454368,2.7292,59.83597,0.27,-0.213,0.0,0.01,-0.01,0.0,0.02,-0.02,0.0,2.2,-1.9,1.0,0.0199,-0.0198,0.0739887,-0.0739887,1.084,0.0036845788,15.93326462326758
3997,HD 212301 b,b,HD 212301,0.0262238167458717,0.0,86.90317161570154,14.2,0.311,1910.0972679138915,2.643375593033471e-12,149.8513674197384,3.184,1.55,6239.0,0.243038048686294,1.16,1.0,0.18,54.2304,18.4109,120.0378927,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2005,2006-05,1,1,0,0,336.8803957,-77.7183219,311.90842,-36.78034,0.27,-0.213,0.0,0.16,-0.16,0.0,0.02,-0.02,0.0,2.2,-1.9,1.0,0.086,-0.0857,0.028978,-0.028978,0.03,0.0056238307999999,3.343264636430796
3998,GJ 3634 b,b,GJ 3634,0.045540359700929,0.08,59.0,2.83,2.04,670.2514747811124,1.1744270715967736e-11,43.31476473769605,3.184,0.45,3517.0,-1.699,0.43,5.0,0.02,20.3779,49.044,574.1777508,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,Radial Velocity,2010,2011-04,0,1,0,0,164.6433493,-31.1443383,276.22112,25.8085,0.27,-0.213,0.0,0.05,-0.05,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,0.03165,-0.03165,0.0756471,-0.0756471,0.0287,0.0020846959,73.61540666665974
3999,HD 42618 b,b,HD 42618,2.578005434722296,0.19,86.90317161570154,3.89,1.34,378.8300586781567,3.16,15.1321,3.184,1.01,5727.0,-0.009,1.0,3.72,-0.09,24.3358,41.0627,322.2991873,<a refstr=FULTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...46F/abstract target=ref>Fulton et al. 2016</a>,Radial Velocity,2016,2016-10,1,0,5,0,93.0032173,6.7819742,202.35935,-5.59129,0.27,-0.213,0.0,0.06,-0.06,0.0,0.09,-0.09,0.0,2.8,-2.84,0.0,0.0249,-0.0247,0.0415768,-0.0415768,0.554,0.00484813,9.754310265758154
4000,HD 152079 b,b,HD 152079,50.19788155849593,0.532,86.90317161570154,13.2,2.02,151.08691121145932,4.439543595564803e-13,136.4554781110502,3.184,1.15,5907.0,0.107209969647868,1.13,1.622,0.29,87.8888,11.3494,142.2907224,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,Radial Velocity,2009,2010-03,1,1,0,0,253.3732313,-46.3333582,339.89168,-1.56882,0.27,-0.213,0.0,0.03,-0.03,0.0,0.07,-0.07,0.0,1.369,-1.369,0.0,0.3583,-0.3554,0.045849,-0.045849,4.187,0.0054783868999999,7.051076054747175
4001,BD+49 828 b,b,BD+49 828,43.866401567651934,0.35,86.90317161570154,13.5,1.14,327.37453300121456,2.406359369096047e-13,3.155297783933518,3.184,1.52,4943.0,1.47,7.6,2.34,-0.19,442.042,2.2342,12.3367029,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,Radial Velocity,2015,2015-04,0,0,0,0,45.6406187,49.7299481,143.61792,-7.80173,0.27,-0.213,0.0,0.22,-0.22,0.0,1.3,-1.3,0.0,1.2,-0.8,0.0,7.654,-7.654,0.0388609,-0.0388609,4.2,0.036845788,3.510678262005768
