Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Star Age (Gyr)
HD 215152 c,c,HD 215152,0.1252727727025311,0.0,86.90317161570154,1.17,5.9,799.674638832675,1.1744270715967736e-11,2.568774629386376,3.184,0.77,4935.0,-0.522536265436983,0.73,4.0,-0.1,21.5974,46.2733,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,Radial Velocity,2018,2018-06,1,0,3,0,340.8380941,-6.4020685,61.33593,-53.19847,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,2.2,-1.9,0.0,19.22087644790655
HIP 12961 b,b,HIP 12961,0.9455082791259816,0.17,86.90317161570154,13.2,0.273,309.69540008009324,1.1744270715967736e-11,412.4023668639053,3.184,0.69,3901.0,-1.00301751372254,0.65,4.0,-0.14,23.371,42.7591,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2010,2011-02,1,1,0,0,41.6800749,-23.0860048,210.53871,-63.65019,0.27,-0.213,0.0,0.0,0.06,-0.06,0.0,2.2,-1.9,0.0,25.28583345636825
HD 19994 b,b,HD 19994,8.032045900986905,0.063,86.90317161570154,13.6,0.951,357.4597639743361,3.6567853241637194e-11,57.3109857594347,3.184,1.36,6188.0,0.58,1.79647,2.4,0.27,22.5242,44.3695,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,Radial Velocity,2003,2004-02,1,5,0,0,48.1943193,-1.1963955,181.50523,-47.34122,0.27,-0.213,0.0,0.0,0.090305,-0.0968105,0.0,2.2,-1.9,0.0,4.636099295591177
HD 147513 b,b,HD 147513,9.044389888270183,0.26,86.90317161570154,13.7,0.823,249.5726848800452,1.1744270715967736e-11,195.42898792169927,3.184,1.11,5883.0,-0.01,0.98,0.3,0.06,12.9032,77.4716,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,Radial Velocity,2003,2004-02,1,1,0,0,246.0057894,-39.1929661,341.6211,7.21242,0.27,-0.213,0.0,0.0,0.03,-0.02,0.0,2.2,-1.9,0.0,7.703579220456933
HD 40956 b,b,HD 40956,7.35964598015274,0.24,86.90317161570154,13.2,2.05,592.7680258175081,3.915422114729423e-12,2.377936937723818,3.184,2.0,4869.0,1.664,8.56,1.35,0.14,116.593,8.54801,<a refstr=JEONG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A...3J/abstract target=ref>Jeong et al. 2018</a>,Radial Velocity,2017,2018-02,1,0,0,0,91.6628015,63.453875,150.61272,19.30989,0.27,-0.213,0.0,0.0,0.33,-0.33,0.0,0.18,-0.18,0.0,1.7677669529663689
HD 176986 c,c,HD 176986,0.2893885235968113,0.111,86.90317161570154,2.98,1.91,622.132334658609,23.5,14.596318211702824,3.184,0.79,4931.0,-0.48,0.78,4.3,0.03,27.7843,35.9627,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,Radial Velocity,2017,2018-04,1,0,0,0,285.7739138,-11.044941,24.36018,-7.57187,0.27,-0.213,0.0,0.0,0.04,-0.04,0.0,4.0,-4.0,0.0,18.027365821599485
HD 215152 e,e,HD 215152,0.4334453162422816,0.0,86.90317161570154,1.51,4.59,528.7139646765829,1.1744270715967736e-11,4.278663914430476,3.184,0.77,4935.0,-0.522536265436983,0.73,4.0,-0.1,21.5974,46.2733,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,Radial Velocity,2018,2018-06,1,0,3,0,340.8380941,-6.4020685,61.33593,-53.19847,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,2.2,-1.9,0.0,19.22087644790655
GJ 273 b,b,GJ 273,0.320823066560275,0.1,86.90317161570154,1.51,4.61,297.08666642941586,1.06,27.11177170035672,3.184,0.29,3382.0,-2.056,0.29,4.0,0.09,5.921535,263.26,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,2017,2017-06,1,0,1,0,111.852091,5.225807,212.34455,10.37353,0.27,-0.213,0.0,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,220.80301804643508
HD 99706 c,c,HD 99706,1278.0,0.411,86.90317161570154,12.8,4.74,801.5206150638595,1.9382134323180508e-12,5.618655692729766,3.184,1.72,4862.0,1.30226484854484,5.4,2.1,0.02,146.6,6.79293,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,Radial Velocity,2018,2016-04,1,0,1,0,172.1261621,43.9662025,162.26717,66.29729,0.27,-0.213,0.0,0.0,0.1,-0.1,0.0,0.4,-0.4,0.0,2.5773825434796627
HD 116029 c,c,HD 116029,907.0,0.038,86.90317161570154,13.7,0.863,801.5206150638595,2.2394967870642847e-12,8.870037807183364,3.184,1.33,4951.0,1.06345432145764,4.6,2.7,0.18,123.245,8.08527,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,Radial Velocity,2018,2016-04,1,0,1,0,200.1646905,24.6484725,13.88354,82.97723,0.27,-0.213,0.0,0.0,0.1,-0.1,0.0,0.5,-0.5,0.0,4.901972805269489
HD 108147 b,b,HD 108147,0.1853105780006151,0.53,86.90317161570154,10.9,0.352,1060.822508262573,6.39833812447575e-12,81.14882863192405,3.184,1.22,6255.73,0.303,1.21,3.2,0.18,38.92,25.6648,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,Radial Velocity,2002,2002-06,1,2,0,0,186.4409852,-64.0223492,300.12454,-1.29064,0.27,-0.213,0.0,0.0,0.06,-0.06,0.0,0.72,-0.88,0.0,6.082756385549485
HD 155358 c,c,HD 155358,6.748173069116152,0.16,86.90317161570154,13.9,0.534,337.8808666614349,5.034874835280568e-12,101.45452636000844,3.184,0.92,5900.0,0.299491020523974,1.38,10.7,-0.51,43.6197,22.8965,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,Radial Velocity,2007,2007-08,1,2,0,0,257.3930947,33.3549277,56.28261,34.77496,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,2.2,-1.9,0.0,12.317722947606022
DMPP-1 c,c,DMPP-1,0.1133556431001137,0.057,86.90317161570154,3.06,1.84,1264.7853450894102,2.613397769347797e-12,5.897959183673469,3.184,1.21,6196.0,0.319546733085137,1.26,2.01,0.02,62.5388,15.9613,<a refstr=STAAB_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs...4..399S/abstract target=ref>Staab et al. 2020</a>,Radial Velocity,2019,2019-12,1,0,0,0,86.7761233,-10.6303217,215.35863,-19.05301,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,0.54,-0.54,0.0,6.209213230591553
HD 179079 b,b,HD 179079,0.2489175242420823,0.049,86.90317161570154,5.48,0.86,1018.5854381721064,2.5011729141513284e-12,11.302796492152511,3.184,1.14,5646.0,0.38,1.63,6.99,0.24,69.7116,14.3167,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Radial Velocity,2008,2009-09,1,1,2,0,287.7903733,-2.6387703,32.82704,-5.59005,0.27,-0.213,0.0,0.0,0.09,-0.09,0.0,0.71,-0.71,0.0,7.20672369638115
HD 220197 b,b,HD 220197,29.69371088685924,0.187,86.90317161570154,9.32,0.431,167.67219763977536,1.1744270715967736e-11,90.4439816743024,3.184,0.91,5683.0,-0.0034280036287206,0.98,10.165,-0.55,64.411,15.4965,<a refstr=BARBATO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...621A.110B/abstract target=ref>Barbato et al. 2019</a>,Radial Velocity,2018,2019-01,1,0,0,0,350.4946927,16.6323305,93.97098,-41.15454,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,1.367,-1.367,0.0,12.658916033352472
HD 20781 e,e,HD 20781,1.4717988719583766,0.06,86.90317161570154,3.83,1.37,406.7579662097602,1.1744270715967736e-11,21.10926300533208,3.184,0.7,5256.0,-0.31,0.8336087,4.0,-0.11,35.9715,27.7709,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,Radial Velocity,2019,2019-02,1,0,0,0,50.0139757,-28.7841175,224.6733,-57.2719,0.27,-0.213,0.0,0.0,0.0239095,-0.0221746,0.0,2.2,-1.9,0.0,24.3924205986611
GJ 3341 b,b,GJ 3341,0.2433413703234757,0.31,86.90317161570154,2.46,2.44,385.9986390075209,1.1744270715967736e-11,31.258264462809915,3.184,0.47,3526.0,-1.538,0.44,4.0,-0.09,23.619,42.3099,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,Radial Velocity,2015,2015-03,0,0,0,0,78.9471415,-31.2948458,234.21914,-33.03266,0.27,-0.213,0.0,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,66.03213739153217
HIP 14810 c,c,HIP 14810,2.543183505263667,0.1566,86.90317161570154,13.6,0.91,381.0667611402943,1.1744270715967736e-11,161.55122718141322,3.184,1.01,5544.0,-0.01,1.07,5.84,0.24,50.48,19.781,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Radial Velocity,2006,2007-03,1,2,1,0,47.809275,21.0971302,161.55108,-31.09476,0.27,-0.213,0.0,0.0,0.08,-0.08,0.0,2.42,-2.42,0.0,9.754310265758154
HD 180053 b,b,HD 180053,3.676226031241148,0.081,86.90317161570154,13.3,1.63,554.4001953632193,1.871718236548996e-12,10.731272294887043,3.184,1.75,5131.0,1.09896526151877,4.06,4.0,0.25,137.043,7.26823,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2018,2019-04,1,0,3,0,288.4008374,34.9146658,66.68904,10.98272,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,2.468339415570464
HD 190647 b,b,HD 190647,20.24125028221338,0.224,86.90317161570154,13.4,1.44,219.0137036184826,3.197874885301808e-12,94.28691451375762,3.184,1.07,5656.0,0.296665190261531,1.38,7.957,0.23,54.4738,18.3287,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,Radial Velocity,2007,2007-08,1,1,0,0,301.8318167,-35.5395236,5.66045,-30.03255,0.27,-0.213,0.0,0.0,0.09,-0.09,0.0,1.096,-1.096,0.0,8.443850895673538
HD 180617 b,b,HD 180617,1.821798875761332,0.101,86.90317161570154,3.53,1.53,205.8316873807136,1.1744270715967736e-11,54.08376736111112,3.184,0.48,3534.0,-1.49,0.48,4.0,-0.04,5.91059,169.159,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,Radial Velocity,2018,2018-10,1,0,2,0,289.2277322,5.1631615,40.44072,-3.28372,0.27,-0.213,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,62.64651358394377
HD 8326 b,b,HD 8326,2.7335416055235675,0.2,86.90317161570154,9.58,0.416,293.27476973080616,1.1744270715967736e-11,149.62595000677337,3.184,0.8,4914.0,-0.491840605902728,0.78318083,4.0,0.0398685,30.6862,32.5591,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,Radial Velocity,2019,2019-06,1,0,0,0,20.5314418,-26.8940678,212.71679,-83.16196,0.27,-0.213,0.0,0.0,0.01026807,-0.01595437,0.0,2.2,-1.9,0.0,17.469281074217104
HD 158996 b,b,HD 158996,14.251893157556966,0.13,86.90317161570154,12.3,13.1,980.4696741696442,1.198572759505553e-12,0.0597962918315158,3.184,1.8,4069.0,3.015,50.3,1.6,-0.2,283.659,3.49765,<a refstr=BANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51...17B/abstract target=ref>Bang et al. 2018</a>,Radial Velocity,2018,2018-02,1,0,0,0,259.9051092,80.1364033,112.37477,30.5774,0.27,-0.213,0.0,0.0,4.3,-4.3,0.0,0.6,-0.6,0.0,2.300481458333117
tau Gem b,b,tau Gem,5.243179704628618,0.031,86.90317161570154,12.1,20.3,1033.982564532714,6.362076096601434e-12,0.2038455112497215,3.184,2.3,4388.0,2.51894859583765,26.8,1.22,0.14,112.537,8.87786,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,Radial Velocity,2013,2013-07,1,0,0,0,107.7847232,30.2449545,187.21879,17.19879,0.27,-0.213,0.0,0.0,0.7,-0.7,0.0,0.76,-0.76,0.0,1.246465923243454
GJ 3293 b,b,GJ 3293,0.5264213811440295,0.06,86.90317161570154,5.19,0.925,285.01732003921745,1.07,168.35062499999998,3.184,0.42,3466.0,-1.658,0.4,4.0,0.02,20.1903,49.4999,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,Radial Velocity,2015,2015-03,0,0,0,0,67.1484425,-25.1713396,223.54147,-41.61299,0.27,-0.213,0.0,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,87.47355440027887
HD 1666 b,b,HD 1666,4.675478015311918,0.63,86.90317161570154,12.7,5.47,445.65392426094,1.6796025921726226e-12,43.30049128835674,3.184,1.5,6317.0,0.73,1.93,1.76,0.37,117.908,8.45266,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,Radial Velocity,2015,2015-06,1,0,0,0,5.2180424,-19.9314823,77.10962,-79.9618,0.27,-0.213,0.0,0.0,0.49,-0.49,0.0,0.2,-0.2,0.0,3.628873693012116
HD 37605 b,b,HD 37605,0.9447906684219896,0.6745,86.90317161570154,13.2,2.04,475.55271161933496,1.1744270715967736e-11,210.40937084893125,3.184,0.94,5329.0,-0.22,0.91,5.65,0.27,46.7864,21.345,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Radial Velocity,2004,2004-08,1,4,1,0,85.0074276,6.0595116,199.1055,-12.89566,0.27,-0.213,0.0,0.0,0.05,-0.05,0.0,3.42,-3.42,0.0,11.672943031448549
HD 102956 b,b,HD 102956,0.1117985385517802,0.037,86.90317161570154,13.8,0.638,1842.9189007244413,2.291725480279811e-12,9.198889023064847,3.184,1.66,4985.0,1.06445798922692,4.55,2.3,0.19,121.89,8.17528,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2010,2010-10,1,0,1,0,177.8436988,57.6406584,137.97253,57.69918,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,0.5,-0.5,1.0,2.8166298653880566
HD 60532 c,c,HD 60532,10.382793410492448,0.03,86.90317161570154,13.3,1.86,389.6827160461574,4.746335839746595e-11,26.781631818801195,3.184,1.5,6245.0,1.00088839553693,2.57,2.8,-0.26,25.9716,38.4773,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,Radial Velocity,2008,2008-12,1,1,0,0,113.5130656,-22.2958661,237.49768,-1.18976,0.27,-0.213,0.0,0.0,0.12,-0.12,0.0,0.1,-0.6,0.0,3.628873693012116
HD 96063 b,b,HD 96063,6.277750523866128,0.17,86.90317161570154,13.7,0.863,511.2827766303387,1.7997112198425589e-12,8.3186703601108,3.184,1.37,5020.0,1.10380372095596,4.75,9.0,-0.3,140.065,7.11161,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2011,2011-12,1,0,1,0,166.1853484,-2.5132966,257.77864,50.76062,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,3.0,-3.0,0.0,4.551961520148973
NSVS 14256825 b,b,NSVS 14256825,53.430238673631465,0.12,86.90317161570154,12.3,13.3,485.9948031799812,9.368745050937524e-14,4190.858725761774,3.184,0.42,40000.0,1.9736374347256,0.19,4.0,0.02,820.877,1.19288,<a refstr=ZHU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19..134Z/abstract target=ref>Zhu et al. 2019</a>,Eclipse Timing Variations,2019,2019-09,0,0,0,0,305.001946,4.6323715,47.68869,-17.30896,0.27,-0.213,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,87.47355440027887
GJ 96 b,b,GJ 96,1.2733380785792816,0.44,86.90317161570154,4.67,1.06,263.229478651439,1.1744270715967736e-11,64.69366362572912,3.184,0.6,3785.0,-1.052,0.580612,4.0,0.14,11.9315,83.7829,<a refstr=HOBSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.103H/abstract target=ref>Hobson et al. 2018</a>,Radial Velocity,2018,2018-10,1,0,2,0,35.5624031,47.8802075,138.29282,-12.26466,0.27,-0.213,0.0,0.0,0.0174107,-0.0174107,0.0,2.2,-1.9,0.0,35.86095690932794
HD 164509 b,b,HD 164509,4.817810745753179,0.238,86.90317161570154,14.3,0.265,325.83481904083334,1.3607169409377072e-12,165.96867137407676,3.184,1.12,5859.0,0.12,1.11,2.32,0.2,53.1119,18.7994,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,Radial Velocity,2010,2012-01,1,1,1,0,270.3800811,0.1044685,27.26359,11.13651,0.27,-0.213,0.0,0.0,0.06,-0.06,0.0,1.27,-1.27,0.0,7.532774095368845
HD 67087 c,c,HD 67087,40.85934225576447,0.76,86.90317161570154,12.9,3.94,197.49133123342665,2.9498148798850826e-12,69.26534859521331,3.184,1.36,6330.0,0.54,1.55,1.45,0.25,76.5217,13.0396,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,Radial Velocity,2015,2015-06,1,0,0,0,121.9155672,31.5511553,190.11761,29.09234,0.27,-0.213,0.0,0.0,0.32,-0.32,0.0,0.51,-0.51,0.0,4.636099295591177
HD 200964 c,c,HD 200964,14.62367663753926,0.243,86.90317161570154,13.7,0.825,388.6246728158049,6.458503996834815e-12,7.753734549540618,3.184,1.39,4982.0,1.064,4.92,3.0,-0.15,72.5922,13.7469,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2010,2011-01,1,0,1,0,316.6664183,3.8033357,53.56524,-27.63577,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,0.6,-0.6,0.0,4.389984626468459
HD 20782 b,b,HD 20782,9.824590314858757,0.95,86.90317161570154,13.6,1.03,259.02923747670127,2.642878472253648e-12,144.85081055681732,3.184,1.04,5782.13,0.107,1.13,5.53,-0.054,35.9864,27.7593,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,Radial Velocity,2006,2006-06,1,1,0,0,50.0166232,-28.8543535,224.80293,-57.27708,0.27,-0.213,0.0,0.0,0.05,-0.04,0.0,1.43,-1.43,0.0,9.066019560751853
HD 156411 b,b,HD 156411,14.486438791089574,0.22,86.90317161570154,14.0,0.471,311.3666492717604,7.2308586900950116e-12,42.00960219478738,3.184,1.25,5900.0,0.731,2.16,4.28,-0.12,56.8655,17.5567,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,Radial Velocity,2009,2010-11,1,0,0,0,259.9639522,-48.5502313,340.79031,-6.46352,0.27,-0.213,0.0,0.0,0.09,-0.09,0.0,0.42,-0.42,0.0,5.724334022399463
HD 59686 A b,b,HD 59686 A,5.158789482675732,0.05,86.90317161570154,12.7,5.9,799.5463917210178,7.311479924131967e-12,0.9256772268135904,3.184,1.9,4658.0,1.82165685468308,13.2,1.73,0.15,89.2721,11.1741,<a refstr=ORTIZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...595A..55O/abstract target=ref>Ortiz et al. 2016</a>,Radial Velocity,2016,2016-10,1,0,0,0,112.9518629,17.0857195,201.80435,16.44195,0.27,-0.213,0.0,0.0,0.3,-0.3,0.0,0.47,-0.47,0.0,2.0096295016897834
V1298 Tau c,c,V1298 Tau,0.1419594959362505,0.43,88.49,5.59,3.5,1002.0489413303184,146.0,17.402595232791263,4.66,1.1,5050.0,-0.0204516252959049,1.34,0.023,0.1,108.199,9.21392,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,Transit,2019,2019-11,0,0,0,0,61.331654,20.1570318,172.89486,-23.37696,0.36,-0.32,0.0,0.0,0.06,-0.05,0.0,0.004,-0.004,0.0,7.879856109467703
K2-29 b,b,K2-29,0.0561204756291599,0.066,86.656,13.339,0.53,1191.303080785893,293.0,240.5745281233099,2.22,0.94,5358.0,-0.295332928549052,0.86,2.6,0.16,178.475,5.57452,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,Transit,2016,2016-06,0,0,0,0,62.670422,24.4016558,170.51373,-19.5504,0.224,-0.224,0.0,0.0,0.01,-0.01,0.0,1.2,-1.2,0.0,11.672943031448549
HD 31527 d,d,HD 31527,4.673162795552827,0.24,86.90317161570154,3.46,1.57,334.3706848556795,1.709486281748305e-12,10.384640553581804,3.184,0.96,5898.0,0.079,1.0736936,4.0,-0.17,38.4473,25.9807,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,Radial Velocity,2019,2019-02,1,0,0,0,73.9096193,-23.2413163,223.38845,-35.15345,0.27,-0.213,0.0,0.0,0.006374,-0.0233627,0.0,2.2,-1.9,0.0,11.07444364322545
BD+20 274 b,b,BD+20 274,10.41237745886916,0.21,86.90317161570154,13.0,3.34,771.5921109694561,3.5844981767172993e-14,0.564669718333389,3.184,0.8,4296.0,1.96,17.3,4.0,-0.46,1322.51,0.722619,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,Radial Velocity,2012,2012-09,0,0,0,0,25.9203179,21.0052692,138.9742,-40.23345,0.27,-0.213,0.0,0.0,0.9,-0.9,0.0,2.2,-1.9,0.0,17.469281074217104
HD 30669 b,b,HD 30669,28.901100133572776,0.18,86.90317161570154,14.3,0.281,154.6359427841519,1.1744270715967736e-11,246.93877551020407,3.184,0.92,5400.0,-0.14601600215361,0.91,4.8,0.13,58.0844,17.1874,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,Radial Velocity,2014,2015-04,1,0,0,0,72.1198522,-28.4190757,229.05935,-38.10438,0.27,-0.213,0.0,0.0,0.04,-0.04,0.0,4.0,-4.0,0.0,12.317722947606022
HD 23127 b,b,HD 23127,20.840575242797247,0.406,86.90317161570154,13.5,1.08,228.1008890654428,1.6403911774278172e-12,82.09089680645016,3.184,1.21,5843.0,0.451748436931353,1.49,4.508,0.29,93.8555,10.6258,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,Radial Velocity,2006,2007-05,1,1,0,0,54.8491271,-60.077229,273.9419,-46.48356,0.27,-0.213,0.0,0.0,0.1,-0.1,0.0,0.788,-0.788,0.0,6.209213230591553
CT Cha b,b,CT Cha,0.2423847080759729,0.0,86.90317161570154,24.66,1.98,13.393975847289742,1.1744270715967736e-11,215.53907245685784,3.184,0.94,4403.0,-0.101765156955312,1.6796936,0.002,-0.56,190.72,5.21444,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,Imaging,2007,2008-11,0,0,0,0,166.0375038,-76.4553693,296.65359,-14.90929,9.08,-6.73,0.0,0.0,0.0959688,-0.157166,0.0,0.002,-0.002,0.0,11.672943031448549
Kepler-218 d,d,Kepler-218,2.1215020139163028,0.0,90.0,2.66,2.21,395.09116264236405,6.940019193866258e-16,6.80084582852749,9.598,1.01,5542.0,0.0093476217210029,1.02,5.62,0.31,656.38,1.49472,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.4128785,46.2665801,79.45283,11.2887,0.28,-0.18,0.0,0.0,0.1,-0.07,0.0,3.07,-3.35,0.0,9.754310265758154
Kepler-1162 c,c,Kepler-1162,1.0211052667998235,0.0,89.55,1.81,3.64,448.2920388943783,6.14,4.429556517036237,5.42,0.86,5225.0,-0.322280747407736,0.86,0.5,0.14,940.211,1.03527,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,Transit,2023,2023-05,0,0,0,0,283.2920273,45.4339813,75.14127,18.67184,0.13,-0.11,0.0,0.0,0.06,-0.05,0.0,3.9,-3.9,0.0,14.57987739365041
